,0,1,2,3,4,5,6
0,eacda612-5cec-43fc-b887-187a5187a15f,4,29.3140076573713,29.3140076573713,-2.3815616574421838e-20,0.9999999667199466,3.59198348697378e-18
1,ebdbde4b-7a85-4b81-8c9d-e323f2173f63,3,24.74132253358208,24.74132253358208,2.920803921558692e-18,0.03330343506326883,3.273748270337858e-18
2,f050d59b-0a8b-44d5-8031-59a62f3eff18,5,36.52311529505595,36.52311529505595,-1.258908061815062e-17,1.0,3.186591848498495e-19
3,acad7a61-bf4a-4d25-984a-24fd85e81c63,3,24.95445671167572,24.95445671167572,-5.244786382967805e-22,0.9956316781284971,1.1110682429304645e-20
4,991f4a29-cf05-4a3d-8fc9-0b9e89465730,4,25.044384401679775,25.044384401679775,-5.273006453117413e-22,0.9979212963199829,1.095676657206674e-22
5,c8b31e47-186a-4330-8169-7fbd0e47e008,2,24.00093638744936,24.00093638744936,-2.6694813612534595e-23,0.9781568797426565,1.188444121952915e-21
6,5e47ee38-2c68-461b-8eb4-40b3f4ce8980,4,26.325089902411623,26.325089902411623,-1.765436414711967e-14,0.9999999771977445,1.5820785238851807e-15
7,2c8a6a04-603b-4352-95c8-e64d4988333d,4,25.963082505354876,25.963082505354876,-1.2786222368487023e-17,0.8053054143649714,7.210095975871167e-17
8,6d797379-7b2a-4782-9485-cedfe5682d96,4,25.801834970836346,25.801834970836346,-8.859715157601739e-18,0.9992349739128086,1.9478835762971513e-18
9,9c578c8a-e534-4741-a8af-b957124a1d20,3,24.04920005032478,24.04920005032478,-1.3354483733964896e-17,0.9999132591642862,1.0587364145362336e-17
10,eed3df61-3c97-4d88-a83c-f4394cc0f640,4,26.10241408533114,26.10241408533114,-1.4072960819345557e-17,0.9842316903801789,1.0261130787253423e-16
11,3d01757b-d905-40e6-a618-e7bc8382c87d,4,29.143579257401036,29.143579257401036,1.862332930771885e-39,0.9999999999922723,1.1045367133845757e-36
12,1189ddf4-4157-4697-ac14-fa3f2d99892f,2,10.174408025168526,10.174408025168526,-1.654362355741201e-20,1.0,2.710397449517081e-20
13,028abf1c-169d-48e3-bc70-408a10831bc2,4,25.74192264314078,25.74192264314078,2.248042839027817e-19,0.8440232781085639,3.1116412914015076e-18
14,c5b2e78c-2ba5-4a8b-aff0-e45ef8941ff8,4,213.37883539826163,26.58894267546105,-1.263949298048475e-16,0.9868623635346924,2.307991145333744e-17
15,18da500c-095a-49b5-bec0-d0c73bc51c96,4,24.536059206891363,24.536059206891363,1.1748587816313528e-18,0.7029488622362962,5.296391221861288e-18
16,8e22577c-bfc2-4da1-b44d-4caf981fec63,3,24.661639884163314,24.661639884163314,-2.7436545536122646e-21,0.9999999954933632,5.827930556149651e-22
17,01a64aea-4159-48c0-8b9d-c03d9b25df76,2,24.18720529677976,24.18720529677976,4.403767715742501e-18,2.069954353140118e-16,6.994139589280951e-18
18,48989dce-f04b-4696-ad6a-138cc9bda226,1,23.999999999369003,23.999999999369003,0.0,0.0,1.5577719135653436e-16
19,4abccfca-3e7b-455f-8a0d-a02983d32c2f,3,24.05141766090499,24.05141766090499,1.0679162869460051e-18,0.9996603432070121,2.2450612800186212e-18
20,1edf53f6-478d-43a4-bcb6-fb0e37a445f9,4,25.45844251106969,25.45844251106969,-1.3120795361910715e-17,0.9936352999432455,9.336807631158672e-18
21,15489ad8-5b33-420c-b68f-a826ae77fd9e,3,24.529507999164352,24.529507999164352,-3.9084157471477855e-17,0.9915054088060646,2.6628742189017537e-17
22,84ba149a-675b-425a-83d7-88856aefca41,3,111.82563400023294,25.09913969388435,-9.343638335436036e-21,0.9077231385593805,1.0791338171707767e-20
23,64f49b98-8c3c-4133-8829-50930438f800,3,24.204621084399733,24.204621084399733,-1.39018384231408e-18,0.9985903120916235,4.97060771160792e-19
24,80c3c389-77b5-4393-9c37-302c33d6fbf1,4,26.19721968574742,26.19721968574742,-5.282658268264238e-22,0.999963439216865,3.1550968891965684e-23
25,3d0977bc-7b67-4d06-8b93-523aad77041e,4,24.542487443938093,24.542487443938093,4.133685231100723e-17,0.996835115177669,2.6794875639573318e-17
26,be6b25d0-d925-463b-8124-f2ee3540fc2b,3,30.852172695576584,26.218190869851135,-3.3558610727709808e-18,0.9607116389814768,1.4573896194218412e-18
27,12321719-300d-4724-8f96-658ab2fc8b69,3,24.538486996393974,24.538486996393974,1.155356941231718e-14,0.8833682607194775,6.15152113914048e-15
28,3ee378e4-6eba-4498-9280-00d55aefeea9,2,110.73512676359587,24.008632457247284,-6.690269932787739e-19,0.9329197833239595,1.9582536311832422e-19
29,a886e0e1-c816-40bc-a573-1aae6d36e554,4,27.024786045081044,27.024786045081044,-1.596178944164002e-18,0.7317388693314708,6.78289382903693e-18
30,5d7517ea-8965-4489-85c4-6f1b23227436,3,24.001304302921074,24.001304302921074,-2.6231310118729954e-22,0.6708941302143065,2.7081123441894344e-18
31,1f6ebef8-07fb-4bf3-9f11-3f388a478134,3,25.168065750007525,25.168065750007525,3.117719291446669e-17,0.902664315074765,4.470827448628962e-17
32,0ea2ecb7-eb90-4529-a523-96d63f760c6f,4,57.8350870949333,48.03451297700488,3.553709297515239e-22,0.9990049879290247,5.056303136909588e-22
33,f3e44bdf-1637-4a92-8337-f4febc152021,4,26.446679827075155,26.446679827075155,-2.8810676042493406e-15,0.9991458315630868,3.741659856489621e-16
34,f6203145-b07d-44eb-8743-1cea75614ea2,4,32.82341623214051,32.82341623214051,-8.1446460822082e-18,0.9999999999713995,6.528254632697409e-19
35,f32ba169-8c6e-473d-9a26-d58e91226eea,4,25.79114495784721,25.79114495784721,-2.982679770132084e-17,0.9934741103699621,5.561276083613277e-18
36,6350f4d1-0de0-4fee-bbb1-8e278d4e04b6,3,24.00963270019767,24.00963270019767,-3.633648982469373e-21,0.938211199066394,1.7315384792354897e-18
37,bcbe8199-787a-4d7e-855e-49e178275c3a,3,30.423542652085914,30.423542652085914,-2.190833242794343e-19,0.9999999999975102,3.40681990369385e-19
38,d6b5dd0c-0f8e-44d9-aad8-f0602040daa4,4,24.561244103010257,24.561244103010257,-5.980014758348279e-20,0.5393897278715322,5.818354126205543e-19
39,01c440eb-cafd-47a8-b5b5-7dc2374357dc,4,28.280303486371643,28.280303486371643,-1.8666288499769066e-18,0.9963974602442252,4.353808527054929e-19
40,45388d60-ea0c-4453-81b9-06da59af0e0c,3,26.891656322188396,26.891656322188396,-1.424608167695343e-18,0.9758756359336538,1.8879760825079513e-18
41,260298ab-7341-40ef-bda4-6ba181af275f,3,24.28475552357078,24.28475552357078,-6.06361254064195e-17,0.9513267975966355,1.6569532900566934e-16
42,95f0c7a0-0ebe-42ae-8839-48c6ca686699,3,24.00921411454792,24.00921411454792,-3.365009551911687e-17,0.9632640063037337,3.9358414695426437e-16
43,e5a2c454-048a-4ab0-ac3e-201fbf2432a7,3,36.59073741946258,26.790163301534157,-4.21236733466479e-18,0.9999992776289373,8.672836223299377e-19
44,3ee02e34-775a-43c4-b1c7-4ed1696b5284,4,27.566701266526,27.566701266526,-1.76885818757135e-14,0.9999926118909099,1.2039182426639746e-15
45,e39d4dca-565e-4084-969a-2b73449428e5,3,29.03116334843972,29.03116334843972,-1.0979076478061221e-20,0.9999999996921077,4.8008483404864036e-20
46,5fb57057-ca77-40b7-9a38-6d4d3ce7e2ae,3,111.77277125399792,25.046276947649332,-1.6129603136910593e-20,0.9847964686231004,1.325592076090206e-20
47,b18e5d73-9826-4fb1-8e18-a79b815c905e,4,25.227593590746014,25.227593590746014,-2.164885666220582e-17,0.9954968546859241,1.4686405108743768e-17
48,b25e268f-e53e-434b-a009-8aaafd361a88,3,24.07988928808372,24.07988928808372,4.0017675386937e-16,0.7065305284688403,7.716879373465112e-16
49,704c3b81-fc0b-40bb-b4c1-fa229fed6beb,3,30.079341239346952,30.079341239346952,4.855257559910863e-27,0.8789623900016017,1.0593521525773118e-21
50,d89193dd-c804-438e-b4de-fd1419a4baa5,3,24.600565536525774,24.600565536525774,-2.6776667260271798e-20,0.8686731244004157,1.4659803435206794e-19
